GenContext.norep	Lineage.final	count
<-SIG+Bactofilin+TM(s)<-SIG+Toast-rack*<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+Beta-lactamase<-Toast-rack*||?->?-><-?<-?||?->?->?->?->DUF1707-SHOCT-bihelical+Toast-rack*-><-?<-SIGMA-HTH	bacteria>actinobacteria	1
<-SIG+DsbD+TM(s)+Thioredoxin_7<-?<-SIG+Toast-rack*||?->PolyA_pol+PolyA_pol_RNAbd+HD+tRNA_NucTran2_2->	bacteria>other unclassified bacteria	1
<-SIG+DUF1576+TM+DUF1576<-?<-?||?->?-><-Toast-rack*<-?||?->?-><-?<-?<-?<-DEAD+Helicase_C+DEAD_assoc	archaea>euryarchaeota	1
<-SIG+GDSL||SIGMA-HTH->?->TM+LiaI-LiaF-TM->LiaI-LiaF-TM+Toast-rack+PspA*-><-NDK	bacteria>acidobacteria	1
<-SIG+Glyco_hydro_2_N+Glyco_hydro_2+Glyco_hydro_2_C<-Toast-rack*	bacteria>dictyoglomi	1
<-SIG+HTH_11+WYL||?->?->SIG+Toast-rack*->	bacteria>firmicutes	1
<-SIG+Nramp+TM<-?||?->SIG+Toast-rack*->	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+Nramp+TM<-?<-Thy1||TraJ-RHH->Toast-rack*->	bacteria>actinobacteria	1
<-SIG+PADR-HTH<-Toast-rack*<-?<-SIG+TM+BPD_transp_1<-SIG+TM(s)+BPD_transp_1+TM	bacteria>actinobacteria	1
<-SIG+PADR-HTH<-Toast-rack*<-?<-Toast-rack*	bacteria>actinobacteria	1
<-SIG+PADR-HTH<-Toast-rack*<-T2SSE	bacteria>actinobacteria	1
<-SIG+PDZ_2(s)<-SIG+Toast-rack*<-zf-HC2+TM<-SIGMA-HTH<-SIG+Bactofilin+TM(s)<-SIG+Toast-rack*<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+PDZ_2(s)<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	bacteria>acidobacteria	1
<-SIG+Peptidase_M1||?->SIG+Toast-rack*->	bacteria>fcb group	1
<-SIG+Sortilin-Vps10(s)+FlgD_ig<-?<-?<-adh_short||?->?->?-><-Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+Sortilin-Vps10(s)+FlgD_ig<-PSE<-PSE<-?<-?<-SIG+Toast-rack*	bacteria>other unclassified bacteria	1
<-SIG+TM(s)+BPD_transp_1+TM<-?<-?||Glyco_hydro_36N+Melibiase+Glyco_hydro_36C->ADH_N+ADH_zinc_N->?-><-?<-Toast-rack*	bacteria>actinobacteria	1
<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-?||?->?->?-><-?<-Toast-rack*	bacteria>actinobacteria	1
<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-?<-?||?->?->ENOYCOADEHYD->	bacteria>actinobacteria	1
<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-SIGMA-HTH<-SIG+Beta-lactamase	bacteria>actinobacteria	1
<-SIG+TM(s)<-Toast-rack*<-SIG+TM(s)<-HTH	archaea>euryarchaeota	1
<-SIG+TM+AAA+Peptidase_M41<-?<-?<-?<-?<-PolyA_pol+PolyA_pol_RNAbd+HD+tRNA_NucTran2_2||SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
<-SIG+TM+HAMP+HISKIN<-REC+LYTTR<-SIG+PADR-HTH<-Toast-rack*<-SIG+Acyltransferase	bacteria>actinobacteria	1
<-SIG+Toast-rack*	archaea>asgard group	1
<-SIG+Toast-rack*	archaea>others	1
<-SIG+Toast-rack*	archaea>tack group	1
<-SIG+Toast-rack*	bacteria>cyanobacteria	1
<-SIG+Toast-rack*	bacteria>pvc group	1
<-SIG+Toast-rack*	bacteria>thermotogae	1
<-SIG+Toast-rack*	eukaryota>archaeplastida>viridiplantae>chlorophyta	1
<-SIG+Toast-rack*	eukaryota>holozoa	1
<-SIG+Toast-rack*	eukaryota>sar>alveolata	1
<-SIG+Toast-rack*||?->?->?->?->REC+LYTTR-><-?<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+Toast-rack*||?->?->?->REC+NtrC-AAA+FIS-HTH->	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*||?-><-SIG+Toast-rack*<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like	bacteria>actinobacteria	1
<-SIG+Toast-rack*||Cluster539_2clades-><-?<-?||?->Glyco_hydro_36N+Melibiase+Glyco_hydro_36C->	bacteria>firmicutes	1
<-SIG+Toast-rack*<-?||?->?->?->?->ADH_N+ADH_zinc_N->	bacteria>chloroflexi	1
<-SIG+Toast-rack*<-?<-?<-?||ABC-ATPase->?->SIG+Toast-rack*-><-?<-REC+LYTTR	bacteria>firmicutes	1
<-SIG+Toast-rack*<-?<-?<-?<-?<-TM+SSF+TM(s)<-LACI-HTH+PBPI	bacteria>acidobacteria	1
<-SIG+Toast-rack*<-?<-?<-?<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX	bacteria>fcb group	1
<-SIG+Toast-rack*<-?<-?<-SIG+TM(s)||?-><-Phage_holin_4_2	bacteria>actinobacteria	1
<-SIG+Toast-rack*<-?<-?<-SIGMA-HTH	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+Toast-rack*<-?<-ABC-ATPase	bacteria>actinobacteria	1
<-SIG+Toast-rack*<-?<-ENOYCOADEHYD	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*<-?<-NUDIX<-AMP_N+Peptidase_M24	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*<-?<-PseudoU_synth_1(s)<-CbiQ<-ABC-ATPase<-ABC-ATPase	bacteria>firmicutes	1
<-SIG+Toast-rack*<-?<-PspC+TM(s)<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>spirochaetes	1
<-SIG+Toast-rack*<-?<-SIGMA-HTH	bacteria>proteobacteria>deltaproteobacteria	1
<-SIG+Toast-rack*<-?<-SIGMA-HTH||?-><-Ribosomal_L9_N+Ribosomal_L9_C<-SIG+Ribosomal_S18<-?<-SIG+TM+HAMP+HISKIN	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+Toast-rack*<-ABC-ATPase<-MacB_PCD+FtsX<-MacB_PCD+FtsX	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*<-Abhydrolase_2<-?||YTCD-HTH->	archaea>euryarchaeota	1
<-SIG+Toast-rack*<-Aldose_epim	bacteria>actinobacteria	1
<-SIG+Toast-rack*<-Cluster1581_2clades	bacteria>fcb group	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-?||?-><-?<-ABC-ATPase<-?<-ABC-ATPase	bacteria>firmicutes	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like<-SIG+TM(s)+Toast-rack*	bacteria>firmicutes	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>proteobacteria>deltaproteobacteria	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>spirochaetes	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH<-?<-ETF+ETF_alpha<-ETF<-?<-ETF+ETF_alpha	bacteria>firmicutes	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH<-Acetate_kinase<-Aldedh	bacteria>firmicutes	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH<-tRNA<-?<-?<-?<-WhiA_N+LAGLIDADG_WhiA+HTH_WhiA	bacteria>tenericutes	1
<-SIG+Toast-rack*<-ENOYCOADEHYD	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*<-His_biosynth||DUF488->	archaea>euryarchaeota	1
<-SIG+Toast-rack*<-LiaI-LiaF-TM+Toast-rack*	bacteria>firmicutes	1
<-SIG+Toast-rack*<-LiaI-LiaF-TM<-BBOX+TM(s)+LiaI-LiaF-TM<-zf-HC2+TM<-SIGMA-HTH	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX	bacteria>fcb group	1
<-SIG+Toast-rack*<-Penicillinase_R	bacteria>pvc group	1
<-SIG+Toast-rack*<-PSE<-PSE<-SIGMA-HTH<-DcuC	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*<-PspA<-LiaI-LiaF-TM	bacteria>firmicutes	1
<-SIG+Toast-rack*<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like||?->Aldo_ket_red->	bacteria>actinobacteria	1
<-SIG+Toast-rack*<-SIG+BLBD	bacteria>acidobacteria	1
<-SIG+Toast-rack*<-SIG+Peptidase_S9_N+Peptidase_S9	bacteria>firmicutes	1
<-SIG+Toast-rack*<-SIG+TM+HAMP+HISKIN	bacteria>fcb group	1
<-SIG+Toast-rack*<-SIG+Toast-rack*	eukaryota>metazoa	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-?<-PspA||REC+NtrC-AAA+FIS-HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-?<-SIGMA-HTH	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH<-SIG+Toast-rack*<-SIG+Toast-rack*<-PSE<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH<-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+Toast-rack*<-Toast-rack*	bacteria>fcb group	1
<-SIG+Toast-rack*<-zf-HC2+TM<-SIGMA-HTH	bacteria>fcb group	1
<-SIG+Toast-rack*<-zf-HC2+TM<-SIGMA-HTH	bacteria>other unclassified bacteria	1
<-SIG+Toast-rack*<-zf-HC2+TM<-SIGMA-HTH	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	bacteria>other unclassified bacteria	1
<-SIGMA-HTH<-LiaI-LiaF-TM+Toast-rack*	bacteria>firmicutes	1
<-SNO<-SOR_SNZ+ThiG<-?<-Isochorismatase<-SIG+LiaI-LiaF-TM<-Toast-rack*<-DUF2089-HTH<-ZNR+DUF2089-HTH	bacteria>thermotogae	1
<-THF_DHG_CYH+THF_DHG_CYH_C||?->Smr->?->SIG+DHO_dh-><-Toast-rack*	bacteria>proteobacteria>deltaproteobacteria	1
<-Thy1||?->TraJ-RHH->Toast-rack*-><-?<-SIG+HTH_42<-EamA(s)	bacteria>actinobacteria	1
<-Thy1||TraJ-RHH->Toast-rack*-><-SIG+HTH_42	bacteria>actinobacteria	1
<-Thy1||TraJ-RHH->Toast-rack*-><-SIG+HTH_42||?->?-><-SIG+Aminotran_1_2||EamA(s)->	bacteria>actinobacteria	1
<-TM(s)+PEMT<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
<-TM+SSF+TM(s)||TraJ-RHH->Toast-rack*->	bacteria>actinobacteria	1
<-TM+Toast-rack*	bacteria>actinobacteria	1
<-TM+Toast-rack*	bacteria>chloroflexi	1
<-TM+Toast-rack*	eukaryota>fungi	1
<-TM+Toast-rack*<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like||LACI-HTH+PBPI->	bacteria>actinobacteria	1
<-Toast-rack(s)*<-DUF2089-HTH<-ZNR+DUF2089-HTH	bacteria>chloroflexi	1
<-Toast-rack*	bacteria>dictyoglomi	1
<-Toast-rack*||?-><-?||SIG+DUF4015->	bacteria>actinobacteria	1
<-Toast-rack*||?-><-?<-?<-?<-?<-?||?-><-?<-?||?->?-><-?||DUF1707-SHOCT-bihelical+Toast-rack*->	bacteria>actinobacteria	1
<-Toast-rack*||?-><-SIG+TM(s)<-ABC-ATPase	bacteria>actinobacteria	1
<-Toast-rack*<-?||?-><-?<-DEAD+Helicase_C+DEAD_assoc	archaea>euryarchaeota	1
<-Toast-rack*<-?||SIG+FecCD->ABC-ATPase->	archaea>euryarchaeota	1
<-Toast-rack*<-?<-?<-ABC-ATPase(s)	bacteria>firmicutes	1
<-Toast-rack*<-?<-Cyclase	bacteria>actinobacteria	1
<-Toast-rack*<-?<-ZNR+DUF2089-HTH||?->?->Cation_efflux+ZT_dimer->	bacteria>thermotogae	1
<-Toast-rack*<-SIG+TM(s)	bacteria>actinobacteria	1
<-Toast-rack*<-SIG+TM(s)+ABC-ATPase	bacteria>firmicutes	1
<-Toast-rack*<-SIG+YibE_F<-SIG+YibE_F<-PSE<-?<-ABC-ATPase<-ABC-ATPase	bacteria>firmicutes	1
<-Toast-rack*<-TraJ-RHH||?-><-Radical_SAM<-?||?->Methyltransf_25->	bacteria>actinobacteria	1
<-Toast-rack*<-TraJ-RHH||?->Thy1->	bacteria>actinobacteria	1
<-Toast-rack*<-TraJ-RHH<-?||?->?-><-?<-tRNA||DUF520->	bacteria>actinobacteria	1
<-Toast-rack*<-ZNR+DUF2089-HTH	bacteria>fcb group	1
<-Toast-rack*<-ZNR+DUF2089-HTH	bacteria>firmicutes	1
<-Toast-rack*<-ZNR+DUF2089-HTH	bacteria>other unclassified bacteria	1
<-Toast-rack*<-ZNR+DUF2089-HTH||Peptidase_M32->	bacteria>armatimonadetes	1
<-Toast-rack*<-ZNR+DUF2089-HTH<-Isochorismatase	bacteria>thermotogae	1
<-Urocanase<-?||?-><-SIG+Toast-rack*	bacteria>fcb group	1
<-WhiA_N+LAGLIDADG_WhiA+HTH_WhiA<-?<-?<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
<-ZNR+DUF2089-HTH<-?<-Toast-rack*	bacteria>deinococcus-thermus	1
<-ZNR+DUF2089-HTH<-SIG+TM(s)<-?<-DUF2089-HTH<-Toast-rack*	bacteria>deinococcus-thermus	1
<-ZNR+DUF2089-HTH<-Toast-rack*	bacteria>other unclassified bacteria	1
AA_permease_2-><-SIG+Toast-rack*<-ZnF+TM+HEAT_2	bacteria>other unclassified bacteria	1
AA_permease_2-><-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	bacteria>other unclassified bacteria	1
AAA_3->?->?->?-><-Toast-rack*<-ZNR+DUF2089-HTH	bacteria>firmicutes	1
ABC-ATPase->?->?-><-?<-?<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-?||?-><-Bac_GDH	bacteria>actinobacteria	1
ABC-ATPase->?->?->SIG+CitMHS+TM(s)-><-SIG+Toast-rack*||?-><-?<-?<-?<-?<-?||Aminotran_3->	bacteria>proteobacteria>gammaproteobacteria	1
ABC-ATPase->?-><-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH	bacteria>actinobacteria	1
ABC-ATPase->?-><-SIG+Toast-rack*<-Toast-rack*	bacteria>fcb group	1
ABC-ATPase->?-><-SIG+Toast-rack*<-Toast-rack*<-?<-Acetyltransf_3	bacteria>fcb group	1
ABC-ATPase->?-><-Toast-rack*<-TraJ-RHH	bacteria>actinobacteria	1
ABC-ATPase->?->GNTR-HTH->ABC-ATPase->?->SIG+Toast-rack*->ABC-ATPase->?->?->REC+LYTTR->SIG+TM+HAMP+HISKIN->	bacteria>firmicutes	1
ABC-ATPase->ABC-ATPase->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
ABC-ATPase->SIG+TM(s)-><-?||Toast-rack*->	bacteria>actinobacteria	1
ABC-ATPase->SIG+TM(s)-><-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
ABC-ATPase->SIG+TM(s)->Toast-rack*->	bacteria>firmicutes	1
ABC-ATPase->SIG+TM+BPD_transp_1->SIG+TM+BPD_transp_1->SIG+SBP_bac_8->?->Toast-rack*->	bacteria>firmicutes	1
ABC-ATPase->SIG+TM+BPD_transp_1->TM(s)+BPD_transp_1->?->?->?->SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->	bacteria>firmicutes	1
ABC-ATPase(s)->?->?->Toast-rack*->	bacteria>firmicutes	1
ABC-ATPase(s)->?->?->Toast-rack*->PSE->Phage_holin_4_2->	bacteria>firmicutes	1
ABC-ATPase(s)->?->?->Toast-rack*->PspC+TM(s)->PspC+TM(s)->Phage_holin_4_2->	bacteria>firmicutes	1
Acetyltransf_3-><-?<-?<-?<-?||?-><-?<-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH<-?<-?||ABC-ATPase->?-><-tRNA-synt_1b+S4	bacteria>fcb group	1
Aconitase+HC2->?-><-SIG+Toast-rack*	bacteria>fcb group	1
Acyl-CoA_dh_N+Acyl-CoA_dh_M+Acyl-CoA_dh_1->?->?->?->?-><-SIG+Toast-rack*<-SIG+Toast-rack*	bacteria>fcb group	1
ADH_N+ADH_zinc_N->?->?->?->?-><-SIG+PADR-HTH<-Toast-rack*	bacteria>actinobacteria	1
ADH_N+ADH_zinc_N->?-><-SIG+PADR-HTH<-Toast-rack*	bacteria>actinobacteria	1
ADH_N+ADH_zinc_N->Toast-rack*-><-?<-?||AraC-HTH(s)->	bacteria>actinobacteria	1
adh_short->?->?->?->?->?->?-><-SIG+Toast-rack*	bacteria>proteobacteria>gammaproteobacteria	1
adh_short-><-p450<-SIG+TM(s)<-PSE<-Toast-rack*<-TraJ-RHH	bacteria>actinobacteria	1
Aldedh->adh_short->GNTR-HTH->?->?->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	bacteria>actinobacteria	1
Aldo_ket_red->?->?-><-Toast-rack*<-TraJ-RHH||Thy1->	bacteria>actinobacteria	1
Aldo_ket_red-><-SIG+Toast-rack*	bacteria>firmicutes	1
Aldo_ket_red->SIG+Toast-rack*->	bacteria>fcb group	1
Aminotran_3->?-><-?||?->?->SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->URO-D->	bacteria>firmicutes	1
Aminotran_4->SIG+Toast-rack*->	bacteria>proteobacteria>deltaproteobacteria	1
Aminotran_5->?->SIGMA-HTH->ZnF+TM+HEAT_2->?->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
AP_endonuc_2-><-EamA(s)||MODE-HTH+PBPII-><-Toast-rack*<-TraJ-RHH	bacteria>actinobacteria	1
Arg_tRNA_synt_N+tRNA-synt_1d+DALR_1->LiaI-LiaF-TM+Toast-rack*->SIGMA-HTH->	bacteria>firmicutes	1
B3_4->?->?->Toast-rack*->SIG+PADR-HTH-><-?<-ADH_N+ADH_zinc_N	bacteria>actinobacteria	1
Band_7_1+DUF4339-><-?<-?<-?||HTH->SIG+TM(s)->Toast-rack*->Toast-rack*->Toast-rack*->SIG+TM(s)-><-Cob_adeno_trans	archaea>euryarchaeota	1
BCCT-><-p450<-DUF1700-alpha-helical+Toast-rack*	bacteria>firmicutes	1
BirA-HTH-><-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
BirA-HTH-><-Toast-rack*	bacteria>firmicutes	1
BPL_LplA_LipB+Lip_prot_lig_C-><-Toast-rack*<-ZNR+DUF2089-HTH	bacteria>firmicutes	1
CarD_CdnL_TRCF->SIG+Toast-rack*->SIG+Toast-rack*->	bacteria>proteobacteria>alphaproteobacteria	1
Cob_adeno_trans-><-SIG+TM(s)<-SIG+TM(s)<-Toast-rack*<-?<-SIG+TM(s)<-HTH	archaea>euryarchaeota	1
Cob_adeno_trans->SIG+Toast-rack*->	bacteria>actinobacteria	1
Cons_hypoth698+TM->?->?-><-?||?->SIG+Toast-rack*->?-><-?||?-><-?<-Pro_CA||Thr_synth_N+PALP->	bacteria>proteobacteria>gammaproteobacteria	1
CTP_synth_N+GATase->?->Ribosomal_L31-><-Toast-rack*	bacteria>firmicutes	1
CTP_transf_like->?->?->?-><-?||?-><-?||Toast-rack*->Phage_holin_4_2->	bacteria>firmicutes	1
DcuC->SIGMA-HTH->zf-HC2+TM->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*-><-ABC-ATPase	bacteria>firmicutes	1
DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->SIG+TM(s)->	bacteria>firmicutes	1
DUF2089-HTH->Toast-rack*->	bacteria>other unclassified bacteria	1
DUF4870->?->?->Toast-rack*->	bacteria>firmicutes	1
DUF4870->?->?->Toast-rack*-><-?<-?||BCCT-><-?<-?<-AIM24	bacteria>firmicutes	1
Dus-><-SIG+Toast-rack*	bacteria>fcb group	1
ENOYCOADEHYD->?-><-?||?-><-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	bacteria>fcb group	1
ETF+ETF_alpha->?->ETF->ETF+ETF_alpha->?->SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->	bacteria>firmicutes	1
FAD_binding_4+FAD-oxidase_C->?-><-?<-CstA+CstA_5TM+TM<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH<-?<-SIG+TM+BPD_transp_1<-SIG+TM(s)+BPD_transp_1+TM	bacteria>firmicutes	1
Fe-ADH-><-?||DEAD+Helicase_C+DEAD_assoc->?-><-?<-?||?->Toast-rack*->	archaea>euryarchaeota	1
Flavodoxin_2->Cation_efflux+ZT_dimer->Fe_dep_repress+Fe_dep_repr_C+FeoA->?->?->SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*-><-?<-TauE	bacteria>firmicutes	1
G->?-><-SIG+LTD+IG+Calcineurin<-?<-?<-Phage_holin_4_2<-PspC+TM(s)<-Toast-rack*	bacteria>firmicutes	1
Glyco_hydro_1->?-><-?||SIG+Toast-rack*->	bacteria>fcb group	1
Glyco_hydro_3+Glyco_hydro_3_C+Fn3-like-><-?<-?<-SIG+Toast-rack*<-zf-HC2+TM<-SIGMA-HTH	bacteria>other unclassified bacteria	1
Glyco_tran_WecB-><-SIG+LiaI-LiaF-TM<-Toast-rack*<-ZNR+DUF2089-HTH	bacteria>thermotogae	1
GNTR-HTH-><-SIG+Beta-lactamase||adh_short->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->p450->	bacteria>actinobacteria	1
GNTR-HTH->ABC-ATPase->?->SIG+Toast-rack*->	bacteria>firmicutes	1
GNTR-HTH->ABC-ATPase->SIG+TM(s)->SIG+Toast-rack*->?-><-EamA(s)	bacteria>proteobacteria>gammaproteobacteria	1
GTP_EFTU+GTP_EFTU_D2+EFG_C-><-?<-Toast-rack*<-?||TP_methylase->?->?->?-><-OsmC	bacteria>spirochaetes	1
H-><-?<-SIG+Toast-rack*	bacteria>proteobacteria>betaproteobacteria	1
HATPase_c_3+DNA_mis_repair+MutL_C->?-><-?||?->Cytidylate_kin-><-LiaI-LiaF-TM+Toast-rack*<-LiaI-LiaF-TM<-TM+LiaI-LiaF-TM<-?<-SIGMA-HTH	bacteria>acidobacteria	1
HD_4+RelA_SpoT+TGS+ACT_4->?->?->SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR-><-?<-Aldo_ket_red	bacteria>deinococcus-thermus	1
HHH_8+HHH_5(s)+DNA_pol_B_palm+DNA_pol_B_thumb+PHP->?->SIGMA-HTH->?->?->?->SIG+Toast-rack*-><-?<-FAD_binding_6+NAD_binding_1+Fer2	bacteria>fcb group	1
His_Phos_1->Toast-rack*->	bacteria>fcb group	1
Hist_deacetyl->?->SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR->SIG+Acetyltransf_1->	bacteria>deinococcus-thermus	1
HIT->SIG+Toast-rack*->DUF463->	bacteria>proteobacteria>gammaproteobacteria	1
HTH->SIG+TM(s)->Toast-rack*->SIG+TM(s)->?->?-><-Cob_adeno_trans	archaea>euryarchaeota	1
HTH->SIG+TM(s)->Toast-rack*->SIG+TM(s)-><-?||?->?-><-PTPS	archaea>euryarchaeota	1
HTH->SIG+TM(s)->Toast-rack*->SIG+TM(s)->SIG+TM(s)->	archaea>euryarchaeota	1
HTH->SIG+TM(s)->Toast-rack*->Toast-rack*->SIG+TM(s)-><-Cob_adeno_trans	archaea>euryarchaeota	1
HTH_3->?->?->?->?->?->Toast-rack*->	bacteria>firmicutes	1
LACI-HTH+PBPI->?->?->SIG+Toast-rack*-><-?<-?<-?<-SIG+TM+BPD_transp_1<-SIG+TM(s)+BPD_transp_1+TM<-?<-LACI-HTH+PBPI	bacteria>spirochaetes	1
LACI-HTH+PBPI->Toast-rack*->SIG+PADR-HTH->	bacteria>actinobacteria	1
Lactamase_B_3->SIG+Toast-rack*-><-Sacchrp_dh_NADP	archaea>euryarchaeota	1
LiaI-LiaF-TM->?->?->TraJ-RHH->Toast-rack*->	bacteria>actinobacteria	1
LiaI-LiaF-TM->PspA->SIG+Toast-rack*->LiaI-LiaF-TM+Toast-rack*->PSE->REC+LYTTR->	bacteria>firmicutes	1
LiaI-LiaF-TM(s)+Toast-rack*->	bacteria>firmicutes	1
LiaI-LiaF-TM+Toast-rack*->?->HhH-GPD+EndIII_4Fe-2S->	bacteria>firmicutes	1
MacB_PCD+FtsX+TM+MacB_PCD+FtsX->?->?-><-?<-?||SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->SIG+Toast-rack*->	bacteria>fcb group	1
MacB_PCD+FtsX+TM+MacB_PCD+FtsX->MacB_PCD+FtsX+TM+MacB_PCD+FtsX->MacB_PCD+FtsX+TM+MacB_PCD+FtsX->SIG+Toast-rack*->	bacteria>fcb group	1
MerR-HTH->SIG+TM(s)+ABC-ATPase-><-?<-DUF1700-alpha-helical+Toast-rack*<-SIG+PADR-HTH	bacteria>firmicutes	1
MerR+MerR_1-><-SIG+Toast-rack*	bacteria>firmicutes	1
Meth_synt_1+Meth_synt_2->4HBT-><-?<-?||?->?->?->SIG+Toast-rack*->	bacteria>fcb group	1
MMR_HSR1+YchF-GTPase_C-><-DUF2089-HTH<-Toast-rack*<-ZNR+DUF2089-HTH<-?<-Aminotran_5	bacteria>firmicutes	1
Molybdop_Fe4S4+Molybdopterin+Molydop_binding->?->?->?->?->?->Toast-rack*->	bacteria>actinobacteria	1
MTHFR->?->?-><-DUF1700-alpha-helical+Toast-rack*<-SIG+PADR-HTH	bacteria>firmicutes	1
NAD_Gly3P_dh_N+NAD_Gly3P_dh_C-><-TerD+vWA-TerF-like<-?||Toast-rack*->?->ZNR+DUF2089-HTH->	bacteria>deinococcus-thermus	1
NMO-><-SIG+Toast-rack*<-?<-adh_short	bacteria>firmicutes	1
NMO->4HBT->?->SIG+PADR-HTH->Toast-rack*->DcuC->DcuC->?->FGGY_N+FGGY_C->	bacteria>firmicutes	1
NTP_transferase+Fucokinase->?->?->PSE-><-Glyco_transf_5+Glycos_transf_1||?->Methyltrans_SAM->?->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
NTP_transferase+MannoseP_isomer->PGM_PMM_I+PGM_PMM_II+PGM_PMM_III+PGM_PMM_IV-><-?<-SIG+Toast-rack*	bacteria>proteobacteria>gammaproteobacteria	1
