GenContext.norep	Lineage.final	count
<-DUF3046<-UDPGT||LEH->LEH-><-?<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-HTH-XRE||ADH_short-><-PgsA:CDP-OH_P_transf+TMs	NA	2
<-LiaR:REC+HTH<-?<-PspA*	bacteria>cyanobacteria	2
<-LiaS:SIG+TMs+HisKin<-LiaF:SIG+TM+Toast-rack<-PspA*<-PspC+PspB<-PspA<-LiaI:SIG+TM	bacteria>firmicutes	2
<-PspA*	archaea>others	2
<-PspA*	bacteria>armatimonadetes	2
<-PspA*	eukaryota>euglenozoa	2
<-PspA*	eukaryota>others	2
<-PspA*	NA	2
<-PspA*<-DUF2170<-?<-?||?->?->?->?->SIG+TMs-MFS:EmrB->	bacteria>proteobacteria>gammaproteobacteria	2
<-PspA*<-PspA	bacteria>cyanobacteria	2
<-PspA*<-PspA<-TM?	NA	2
<-PspA*<-SIG+TM+TPM_phosphatase+TM	bacteria>firmicutes	2
<-PspA*<-SIG+TMs<-SIG+TM+HisKin<-LiaR:REC+HTH	bacteria>firmicutes	2
<-PspA*<-TypeIII_chaperone-CesT-YbjN	bacteria>other proteobacteria	2
<-PspA*||?->?->?->?->?-><-?<-?<-LRP-HTH	archaea>euryarchaeota	2
<-PspA*||?-><-PspA	bacteria>cyanobacteria	2
<-PspA*||?-><-Thioredoxin:trxA	bacteria>actinobacteria	2
<-PspA*||?->ABC-ATPase->	bacteria>deinococcus-thermus	2
<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	2
<-PspC+PspB<-PspB<-PspA*	bacteria>proteobacteria>alphaproteobacteria	2
<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	2
<-PspF:Sigma54+HTH<-?<-?<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	2
<-PspF:Sigma54+HTH<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspE:SIG+Rhodanese<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	2
<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->PspB->PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	2
<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->PspB->PspB->PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	2
<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->	bacteria>proteobacteria>deltaproteobacteria	2
<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->	bacteria>proteobacteria>gammaproteobacteria	2
<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	2
<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs||?-><-?||?->ADH_short->	bacteria>actinobacteria	2
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*<-TypeIII_chaperone-CesT-YbjN||HTH-XRE->	bacteria>fcb group	2
<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM-SRM_01347<-?<-PspA*	bacteria>proteobacteria>deltaproteobacteria	2
<-SIG+TMs-DUF1449<-PspA*	bacteria>proteobacteria>betaproteobacteria	2
<-SIG+TMs-MFS:EmrB<-PspA*<-Thioredoxin:trxA||?-><-ABC-ATPase	bacteria>actinobacteria	2
<-SIG+TMs-NfeD<-PspA*	bacteria>firmicutes	2
<-Snf7<-Snf7*	eukaryota>archaeplastida>viridiplantae	2
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-?<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	2
<-Thioredoxin:trxA<-PspA*<-PspA	bacteria>cyanobacteria	2
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-SIG+TMs-MFS:EmrB<-?||?-><-HTH-XRE	bacteria>proteobacteria>gammaproteobacteria	2
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->ADH_short->	bacteria>proteobacteria>gammaproteobacteria	2
<-TMs+Methylase:SpeE<-SIG+TMs-DUF350<-?<-PspA*<-DUF4178	bacteria>firmicutes	2
<-Y?<-HtpX:SIG+TMs-Metallopeptidase<-PspA*	bacteria>actinobacteria	2
<-YCII<-?||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs->	bacteria>actinobacteria	2
<-YCII||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->	bacteria>actinobacteria	2
ABC-ATPase->?->?->?->?->?->?-><-PspA*<-PspC	bacteria>firmicutes	2
ABC-ATPase->?-><-PspA*<-ClgR:HTH	bacteria>actinobacteria	2
ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	2
ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	bacteria>actinobacteria	2
ABC-ATPase->?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||?->YCII->	bacteria>actinobacteria	2
ADH_short->?-><-?<-LiaR:REC+HTH<-?<-PspA*	bacteria>actinobacteria	2
ADH_short->?->TypeIII_chaperone-CesT-YbjN->PspA*->	bacteria>spirochaetes	2
Classical-AAA->LRP-HTH->TMs->ABC-ATPase->Snf7*->	archaea>others	2
ClgR:HTH->PspA*->PspM:SIG+TMs->	bacteria>actinobacteria	2
ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-HTH-XRE	bacteria>actinobacteria	2
FMO-like->?->PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>gammaproteobacteria	2
LiaI:SIG+TM->PspA*->PspC+PspB->PspA->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	2
PspA*->	eukaryota>archaeplastida>viridiplantae>chlorophyta	2
PspA*->?-><-?||?-><-?||?->?->SIG+TMs-MFS:EmrB->	bacteria>other proteobacteria	2
PspA*->?->LiaR:REC+HTH->?-><-?<-ADH_short	bacteria>actinobacteria	2
PspA*->Classical-AAA->	bacteria>pvc group	2
PspA*->PspA->PspA->	bacteria>cyanobacteria	2
PspA*->PspA->Thioredoxin:trxA->	bacteria>cyanobacteria	2
PspA*->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	2
PspA*->PspB->PspC+PspB->	bacteria>proteobacteria>deltaproteobacteria	2
PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->?->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	2
PspA*->PspB->PspC+PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	2
PspA*->PspB->PspC+PspB->PspB->PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	2
PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697-><-2Rhodanese	bacteria>proteobacteria>gammaproteobacteria	2
PspA*->PspM:SIG+TMs-><-?<-ABC-ATPase	bacteria>actinobacteria	2
PspA*->PspM:SIG+TMs-><-LEH||UDPGT->DUF3046->	bacteria>actinobacteria	2
PspA*->SIG+TMs-NfeD->SIG+Band_7+DUF390->	bacteria>firmicutes	2
PspA*->Thioredoxin:trxA->	bacteria>cyanobacteria	2
PspA*->X?-><-?||LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>actinobacteria	2
PspA*->X?-><-Y?<-HtpX:SIG+TMs-Metallopeptidase	bacteria>firmicutes	2
PspF:Sigma54+HTH-><-?||ADH_short->?->PspA*->	bacteria>spirochaetes	2
SIG+TMs-MFS:EmrB-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	bacteria>proteobacteria>gammaproteobacteria	2
Snf7->Snf7->Snf7*->Snf7->	eukaryota>archaeplastida>viridiplantae	2
Snf7->Snf7*->Snf7->	eukaryota>metazoa	2
Snf7*->Snf7->Classical-AAA->	archaea>asgard group	2
Thioredoxin:trxA->PspA*-><-NYN	bacteria>actinobacteria	2
TypeIII_chaperone-CesT-YbjN->PspA*->	bacteria>fcb group	2
<-ABC-ATPase<-?<-?<-?<-?<-?<-HTH-XRE||?-><-PspA*	bacteria>actinobacteria	1
<-ABC-ATPase<-?<-?<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase<-?<-?||NYN-><-PspA*<-Thioredoxin:trxA	bacteria>actinobacteria	1
<-ABC-ATPase<-?<-ABC-ATPase||HtpX:SIG+TMs-Metallopeptidase->Y?-><-X?<-PspA*	bacteria>chloroflexi	1
<-ABC-ATPase<-?||?->?->?->?->TypeIII_chaperone-CesT-YbjN->PspA*->	bacteria>fcb group	1
<-ABC-ATPase<-?||?-><-SIG+TM-SRM_01347<-?<-PspA*	bacteria>proteobacteria>deltaproteobacteria	1
<-ABC-ATPase<-?||PspA*->	bacteria>deinococcus-thermus	1
<-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-?<-?<-?<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->?->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->PspE:SIG+Rhodanese->DUF463-ATPase->TMs+IIGP1-DUF697->?->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->PspE:SIG+Rhodanese->DUF463-ATPase->TMs+IIGP1-DUF697->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase||?-><-?<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->PspB->PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-ABC-ATPase||?-><-?<-Thioredoxin:trxA<-PspA*<-PspA	bacteria>cyanobacteria	1
<-ADH_short<-?<-?<-?<-?<-PspA*	bacteria>actinobacteria	1
<-ADH_short<-?<-?<-?||DUF2170->PspA*->?->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>betaproteobacteria	1
<-ADH_short<-?<-?||?-><-?||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs-><-LEH||UDPGT->DUF3046->	bacteria>actinobacteria	1
<-ADH_short<-?<-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	bacteria>proteobacteria>gammaproteobacteria	1
<-ADH_short<-?||?->?-><-?||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs-><-LEH||UDPGT->DUF3046->?->?-><-?||Bac_luciferase->	bacteria>actinobacteria	1
<-ADH_short<-?||?-><-?<-?<-?<-?||?->PspA*->PspC->PspG-><-?||SIG+SBP->	bacteria>proteobacteria>gammaproteobacteria	1
<-ADH_short<-?||?-><-?||PgsA:CDP-OH_P_transf+TMs->ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-LEH||UDPGT->DUF3046->	bacteria>actinobacteria	1
<-ADH_short<-?||LiaI:SIG+TM->PspA*->LiaF:SIG+TM+Toast-rack->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	1
<-ADH_short<-?||PspA*->	archaea>euryarchaeota	1
<-ADH_short<-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-SIG+SBP||?-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	bacteria>proteobacteria>gammaproteobacteria	1
<-ADH_short||?-><-?<-?||?->PspA*->ZnR+TM->SIG+TPM_phosphatase+TM->Band_7_1+ZnR->	bacteria>firmicutes	1
<-Bac_luciferase<-?<-?<-DUF3046<-UDPGT||LEH-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||?-><-?||?->?->ADH_short->	bacteria>actinobacteria	1
<-Bac_luciferase||?->?-><-PspM:SIG+TMs<-PspA*||?-><-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
<-Bac_luciferase||?-><-?<-?||?->?-><-PspM:SIG+TMs<-PspA*	bacteria>actinobacteria	1
<-Bac_luciferase||?-><-?||?-><-PspM:SIG+TMs<-PspA*	bacteria>actinobacteria	1
<-Band_7_1+ZnR<-PspA*	bacteria>firmicutes	1
<-Band_7_1+ZnR<-PspA*	bacteria>fusobacteria	1
<-Band_7_1+ZnR<-ZnR+TM<-PspA*	bacteria>firmicutes	1
<-CinA<-PgsA:CDP-OH_P_transf+TMs<-?<-?<-?<-?<-?<-tRNA||Thioredoxin:trxA->PspA*->	bacteria>other unclassified bacteria	1
<-Classical-AAA<-PspA*	bacteria>proteobacteria>betaproteobacteria	1
<-Classical-AAA<-PspA*<-?<-?<-ABC-ATPase	bacteria>proteobacteria>deltaproteobacteria	1
<-Classical-AAA<-PspA*<-?<-ABC-ATPase	bacteria>proteobacteria>betaproteobacteria	1
<-Classical-AAA<-PspA*||?->?->?->ABC-ATPase->	bacteria>proteobacteria>deltaproteobacteria	1
<-Classical-AAA<-SIG+TM-SRM_01347<-?<-PspA*	bacteria>armatimonadetes	1
<-Classical-AAA||Snf7*->Snf7->	archaea>asgard group	1
<-ClgR:HTH||PspA*-><-?<-ABC-ATPase	bacteria>actinobacteria	1
<-DUF3046<-?<-PSE||LEH->?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
<-DUF3046<-?<-UDPGT||LEH-><-?<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
<-DUF3046<-PspA*<-ClgR:HTH	bacteria>actinobacteria	1
<-DUF3046<-UDPGT<-?<-?<-?||?-><-PspM:SIG+TMs<-PspA*	bacteria>actinobacteria	1
<-DUF3046<-UDPGT<-?||?-><-?<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||?->YCII->	bacteria>actinobacteria	1
<-DUF3046<-UDPGT||LEH->?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||?-><-?||?->ADH_short->	bacteria>actinobacteria	1
<-DUF3046<-UDPGT||LEH-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs||?-><-?||?->ADH_short->	bacteria>actinobacteria	1
<-DUF3046<-UDPGT||LEH->LEH-><-?<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-HTH-XRE	bacteria>actinobacteria	1
<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH	bacteria>actinobacteria	1
<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||?->YCII->	bacteria>actinobacteria	1
<-DUF3046||?->ABC-ATPase->?-><-PspA*||ClgR:HTH-><-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	bacteria>actinobacteria	1
<-DUF3046||?->SIG+TMs-MFS:EmrB->?-><-PspM:SIG+TMs<-PspA*	bacteria>actinobacteria	1
<-DUF4178<-PspA*	bacteria>acidobacteria	1
<-DUF4178<-PspA*<-TypeIII_chaperone-CesT-YbjN<-SIG+Ion_trans_2||?->?-><-ABC-ATPase	bacteria>proteobacteria>deltaproteobacteria	1
<-DUF4178<-SIG+TMs-DUF350<-PspA*||?-><-ABC-ATPase<-?<-?<-?<-?<-ABC-ATPase<-OppC+BPD	bacteria>firmicutes	1
<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-HTH-XRE||TypeIII_chaperone-CesT-YbjN->PspA*->DUF4178->?->SIG+TMs-DUF350->TMs+Methylase:SpeE->	bacteria>fcb group	1
<-LiaF:SIG+TM+Toast-rack<-PspA*<-PspC+PspB<-PspA<-LiaI:SIG+TM	bacteria>firmicutes	1
<-LiaG:SIG+Toast-rack<-PspA*<-LiaI:SIG+TM<-?||ADH_short->	bacteria>firmicutes	1
<-LiaG:SIG+Toast-rack<-PspA*<-LiaI:SIG+TM<-LiaR:REC+HTH	bacteria>firmicutes	1
<-LiaG:SIG+Toast-rack<-PspC+PspB<-?<-PspA*||PspF:Sigma54+HTH-><-PspC<-PspA	bacteria>spirochaetes	1
<-LiaR:REC+HTH<-?<-?<-?<-?<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*<-TypeIII_chaperone-CesT-YbjN	bacteria>fcb group	1
<-LiaR:REC+HTH<-?<-?<-?||?->PspA*->	bacteria>actinobacteria	1
<-LiaR:REC+HTH<-?<-PspA*<-?||?->SIG+TMs-MFS:EmrB->	bacteria>actinobacteria	1
<-LiaR:REC+HTH<-?||?-><-?<-?||?-><-?<-?||PspA*->	bacteria>proteobacteria>alphaproteobacteria	1
<-LiaR:REC+HTH<-?||?-><-X?<-PspA*	bacteria>actinobacteria	1
<-LiaR:REC+HTH<-HtpX:SIG+TMs-Metallopeptidase<-X?<-PspA*	bacteria>actinobacteria	1
<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-LiaF:SIG+TM+Toast-rack<-LiaG:SIG+Toast-rack<-NLPC+PspA_IM30*<-LiaI:SIG+TM	bacteria>firmicutes	1
<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-LiaF:SIG+TM+Toast-rack<-LiaG:SIG+Toast-rack<-PspA*<-LiaI:SIG+TM<-?<-?<-?<-ABC-ATPase	bacteria>firmicutes	1
<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-LiaF:SIG+TM+Toast-rack<-LiaG:SIG+Toast-rack<-PspA*<-LiaI:SIG+TM<-?||ADH_short->	bacteria>firmicutes	1
<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-LiaF:SIG+TM+Toast-rack<-PspA*	bacteria>firmicutes	1
<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-LiaF:SIG+TM+Toast-rack<-PspA*<-PspC+PspB<-PspA<-LiaI:SIG+TM<-ADH_short	bacteria>firmicutes	1
<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-LiaF:SIG+TM+Toast-rack<-PspA<-PspC+PspB<-PspA*<-LiaI:SIG+TM	bacteria>firmicutes	1
<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin||?-><-X?<-PspA*	bacteria>actinobacteria	1
<-LiaR:REC+HTH<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*	bacteria>proteobacteria>deltaproteobacteria	1
<-LiaR:REC+HTH||?->?->ABC-ATPase->?-><-?||?->PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>betaproteobacteria	1
<-LiaR:REC+HTH||?-><-PspA*	bacteria>actinobacteria	1
<-LiaR:REC+HTH||PspA*->	bacteria>proteobacteria>gammaproteobacteria	1
<-LiaR:REC+HTH||SIG+HTH_42->?-><-?||?->?-><-PspA*<-?<-?<-?||?-><-Bac_luciferase	bacteria>actinobacteria	1
<-LRP-HTH<-?||?-><-X?<-PspA*	bacteria>actinobacteria	1
<-PgsA:CDP-OH_P_transf+TMs<-?<-?<-?<-?<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
<-PspA*	bacteria>nitrospirae	1
<-PspA*	bacteria>proteobacteria>betaproteobacteria	1
<-PspA*	bacteria>spirochaetes	1
<-PspA*	bacteria>thermobaculum	1
<-PspA*	eukaryota>archaeplastida>rhodophyta	1
<-PspA*	eukaryota>archaeplastida>viridiplantae	1
<-PspA*	eukaryota>sar>alveolata	1
<-PspA*<-?<-?<-?<-?<-LiaR:REC+HTH	bacteria>actinobacteria	1
<-PspA*<-?<-?<-?<-?<-Rhodanese	bacteria>firmicutes	1
<-PspA*<-?<-?<-?||?->?-><-?<-?||Rhodanese->	bacteria>actinobacteria	1
<-PspA*<-?<-?||?->?->?-><-?<-FMO-like	bacteria>proteobacteria>alphaproteobacteria	1
<-PspA*<-?<-ABC-ATPase	bacteria>actinobacteria	1
<-PspA*<-?<-ADH_short||?-><-PspF:Sigma54+HTH	bacteria>spirochaetes	1
<-PspA*<-?<-Bac_luciferase<-Bac_luciferase	bacteria>actinobacteria	1
<-PspA*<-?<-DUF4178	bacteria>firmicutes	1
<-PspA*<-?<-PspA<-TM?	bacteria>cyanobacteria	1
<-PspA*<-?<-SIG+Band_7+DUF390<-SIG+TMs-NfeD<-HTH-XRE	bacteria>acidobacteria	1
<-PspA*<-ClgR:HTH	bacteria>actinobacteria	1
<-PspA*<-DUF2170	bacteria>proteobacteria>betaproteobacteria	1
<-PspA*<-DUF4178	bacteria>firmicutes	1
<-PspA*<-LiaI:SIG+TM	bacteria>firmicutes	1
<-PspA*<-PspA<-SIG+TM+TPM_phosphatase+TM	bacteria>firmicutes	1
<-PspA*<-PspC+PspB<-PspA	bacteria>firmicutes	1
<-PspA*<-SIG+Band_7+DUF390<-SIG+TMs-NfeD<-HTH-XRE	bacteria>acidobacteria	1
<-PspA*<-SIG+TMs<-SIG+TM+HisKin<-LiaR:REC+HTH||?->?->?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	1
<-PspA*<-SIG+TMs||?->?-><-SIG+TM+HisKin<-LiaR:REC+HTH	bacteria>firmicutes	1
<-PspA*<-Thioredoxin:trxA||?->ADH_short->	bacteria>actinobacteria	1
<-PspA*<-TypeIII_chaperone-CesT-YbjN	bacteria>spirochaetes	1
<-PspA*<-TypeIII_chaperone-CesT-YbjN<-?<-ADH_short||?->?-><-PspF:Sigma54+HTH	bacteria>spirochaetes	1
<-PspA*||?->?-><-?<-LiaR:REC+HTH	bacteria>cyanobacteria	1
<-PspA*||?->?-><-ClgR:HTH	bacteria>actinobacteria	1
<-PspA*||LiaR:REC+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>deltaproteobacteria	1
<-PspA*||PspF:Sigma54+HTH->	NA	1
<-PspA<-?||?->?->?-><-?<-?||?-><-?||DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspB<-?<-PspB<-PspB<-PspB<-PspC+PspB<-PspB<-PspA*<-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspB<-PspB<-PspB<-PspB<-PspC+PspB<-PspB<-PspA*<-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspB<-PspB<-PspB<-PspC+PspB<-PspB<-PspA*	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspB<-PspB<-PspB<-PspC+PspB<-PspB<-PspA*<-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspB<-PspB<-PspC+PspB<-PspA*<-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspB<-PspC+PspB<-PspB<-PspA*<-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspC+PspB<-PspA*	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspC+PspB<-PspB<-PspA*	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspB<-PspC+PspB<-PspB<-PspA*<-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspB<-PspC+PspB<-PspB<-PspA*||?->?-><-?<-ADH_short	bacteria>proteobacteria>alphaproteobacteria	1
<-PspC+PspB<-?<-PspA*||PspF:Sigma54+HTH-><-PspC<-PspA<-LiaG:SIG+Toast-rack<-PspC+PspB<-?<-PspA<-PspC<-PspA	bacteria>spirochaetes	1
<-PspC+PspB<-?<-PspB<-PspB<-?<-NLPC+PspA_IM30*	bacteria>pvc group	1
<-PspC+PspB<-PspB<-PspA*	bacteria>nitrospirae	1
<-PspC+PspB<-PspB<-PspA*	bacteria>proteobacteria>deltaproteobacteria	1
<-PspC+PspB<-PspB<-PspA*||?->PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->?->?-><-?<-?<-?||?->PspF:Sigma54+HTH->	bacteria>proteobacteria>deltaproteobacteria	1
<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->?-><-ADH_short<-CinA	bacteria>proteobacteria>gammaproteobacteria	1
<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->ADH_short->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspC+PspB<-PspB<-PspB<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
<-PspE:SIG+Rhodanese<-SIG+PspD<-PspC+PspB<-PspB<-PspA*<-PspA||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspE:SIG+Rhodanese<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	NA	1
<-PspF:Sigma54+HTH<-?<-?<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
