GenContext.norep	Lineage.final	count
PspA*->Classical-AAA->	bacteria>proteobacteria>betaproteobacteria	1
PspA*->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	bacteria>proteobacteria>gammaproteobacteria	1
PspA*->DUF4178->?->SIG+TMs-DUF350->TMs+Methylase:SpeE->	bacteria>aquificae	1
PspA*->LiaF:SIG+TM+Toast-rack->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	1
PspA*->LiaR:REC+HTH->	bacteria>other unclassified bacteria	1
PspA*->PspA->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	bacteria>proteobacteria>gammaproteobacteria	1
PspA*->PspA->ZnR+TM->SIG+TPM_phosphatase+TM->Band_7_1+ZnR->	bacteria>firmicutes	1
PspA*->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
PspA*->PspB->PspC+PspB->	NA	1
PspA*->PspB->PspC+PspB->?->PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->?->PspF:Sigma54+HTH->	NA	1
PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
PspA*->PspC->	bacteria>proteobacteria>alphaproteobacteria	1
PspA*->PspC-><-PspF:Sigma54+HTH||PspA->?->PspC+PspB->LiaG:SIG+Toast-rack->	bacteria>spirochaetes	1
PspA*->PspC->PspG->	bacteria>proteobacteria>gammaproteobacteria	1
PspA*->PspM:SIG+TMs->?->UDPGT-><-?||DUF3046->	bacteria>actinobacteria	1
PspA*->Rhodanese->?->?->?->?->LiaR:REC+HTH->	bacteria>deinococcus-thermus	1
PspA*->SIG+TMs-DUF1449->	bacteria>proteobacteria>alphaproteobacteria	1
PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>deltaproteobacteria	1
PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>epsilonproteobacteria	1
PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>zetaproteobacteria	1
PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>pvc group	1
PspA*->SIG+TMs-DUF350->	bacteria>firmicutes	1
PspA*->SIG+TMs-DUF350->DUF4178->?-><-?<-?<-?<-?<-ABC-ATPase	bacteria>firmicutes	1
PspA*->SIG+TPR+TM-><-?||FMO-like->?->?-><-?<-?<-ABC-ATPase	bacteria>proteobacteria>betaproteobacteria	1
PspA*->SIG+TPR+TM-><-?||FMO-like-><-?<-?<-?<-ABC-ATPase	bacteria>proteobacteria>betaproteobacteria	1
PspA*->Thioredoxin:trxA->?->?->?-><-ABC-ATPase	bacteria>cyanobacteria	1
PspA*->UDPGT->DUF3046->	bacteria>actinobacteria	1
PspA*->X?->	bacteria>other unclassified bacteria	1
PspA*->X?-><-Y?<-HtpX:SIG+TMs-Metallopeptidase	bacteria>actinobacteria	1
PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	NA	1
PspA*->ZnR+TM->Band_7_1+ZnR->	bacteria>firmicutes	1
PspA*->ZnR+TM->PSE->Band_7_1+ZnR->	bacteria>firmicutes	1
PspA*->ZnR+TM->SIG+TPM_phosphatase+TM->Band_7_1+ZnR->?->LiaR:REC+HTH->	bacteria>firmicutes	1
PspA*->ZnR+TM->SIG+TPM_phosphatase+TM->Band_7_1+ZnR-><-?<-?||?-><-?<-PspF:Sigma54+HTH	bacteria>firmicutes	1
PspA*->ZnR+TM->SIG+TPM_phosphatase+TM->Band_7_1+ZnR-><-?||?->ADH_short-><-ADH_short	bacteria>firmicutes	1
PspA*->ZnR+TM->SIG+TPM_phosphatase+TM->Band_7_1+ZnR-><-ADH_short	bacteria>firmicutes	1
PspC->PspA*->	bacteria>firmicutes	1
PspF:Sigma54+HTH-><-?<-?<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
PspF:Sigma54+HTH-><-?||?->TypeIII_chaperone-CesT-YbjN->PspA*->	bacteria>spirochaetes	1
PspF:Sigma54+HTH->PspA*->	bacteria>proteobacteria>deltaproteobacteria	1
Rhodanese->?->?->?->?->PspA*->	bacteria>cyanobacteria	1
Rhodanese-><-?<-?<-?<-?||?-><-?<-?<-PspA*	bacteria>actinobacteria	1
SIG+NRAMP+TMs->?-><-?<-PspA*	bacteria>firmicutes	1
SIG+NRAMP+TMs-><-?<-?<-?<-?<-?<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
SIG+TM+TPM_phosphatase+TM->PspA*->	bacteria>thermotogae	1
SIG+TMs->PspA*->?-><-?||SIG+TMs-MFS:EmrB->	bacteria>firmicutes	1
SIG+TMs->PspA*-><-?<-?<-?<-?<-ABC-ATPase	bacteria>firmicutes	1
SIG+TMs-DUF350->?->TMs+Methylase:SpeE->DUF2170->PspA*->	bacteria>proteobacteria>gammaproteobacteria	1
SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->DUF2170->PspA*->DUF2491->	bacteria>proteobacteria>gammaproteobacteria	1
SIG+TMs-MFS:EmrB-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->	bacteria>proteobacteria>gammaproteobacteria	1
SIG+TMs-NfeD->SIG+Band_7+DUF390->PspA*->	bacteria>firmicutes	1
Snf7-><-ncRNA||?->?-><-?||Snf7*->	eukaryota>metazoa	1
Snf7->Snf7->Snf7->Snf7*->Snf7->Snf7->	eukaryota>metazoa	1
Snf7->Snf7*->	eukaryota>archaeplastida>viridiplantae	1
Snf7*-><-?<-?<-?||?-><-?||?->?->?->?->?-><-?||ncRNA-><-?||?-><-Snf7	eukaryota>archaeplastida>viridiplantae	1
Snf7*-><-?<-?||?-><-Snf7	eukaryota>fungi	1
Snf7*-><-?||?-><-?<-?<-?<-?||?-><-Snf7	eukaryota>fungi	1
Snf7*-><-?||?->Snf7->	eukaryota>fungi	1
Snf7*-><-?||?->Snf7->	NA	1
Snf7*->Snf7->	eukaryota>euglenozoa	1
SpermGS-ATPgrasp-><-?<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
Thioredoxin:trxA-><-?<-PspC+PspB<-PspB<-PspA*<-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
Thioredoxin:trxA->PspA*-><-NYN||?->ABC-ATPase->	bacteria>actinobacteria	1
TM?->PspA*->PspA->	NA	1
TM?->PspA*->Thioredoxin:trxA->	bacteria>cyanobacteria	1
TMs+Methylase:SpeE->DUF2170->PspA*->	bacteria>proteobacteria>gammaproteobacteria	1
TypeIII_chaperone-CesT-YbjN->PspA*->?->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>fcb group	1
TypeIII_chaperone-CesT-YbjN->PspA*->SIG+TMs-DUF1449->	bacteria>fcb group	1
TypeIII_chaperone-CesT-YbjN->tRNA->?->?-><-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-PSE<-PSE||PspA*->PspB->PspC+PspB->PSE->TMs+IIGP1-DUF697->?->?->?->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
ZnR+TM->PspA*->Band_7_1+ZnR->	bacteria>fusobacteria	1
