GenContext.norep	n
LYTB->?->?->||<-SIG+Toast-rack*||?->SIG+tRNA_U5-meth_tr->	1
MacB_PCD+FtsX->||<-?<-IspD||?->||<-LiaI-LiaF-TM+Toast-rack*<-SIG+TM+TM+TM+HISKIN<-REC+LYTTR||?->?->||<-?<-?<-SIG+Aminotran_1_2	1
METHYLASE->?->?->EMAP->?->?->?->||<-PspC*	1
METHYLASE->?->?->EMAP->?->?->||<-PspC*	1
MFS_1+TM->||<-?<-DUF1707-SHOCT-bihelical+Toast-rack*	1
MODE-HTH+PBPII->||<-EamA+EamA<-?||?->REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+TM+TM+TM+Toast-rack*	1
N-OB->PcrB->TOPC->GatB_N+GatB_Yqey->||<-Cluster75_2clades<-SbcC+PspA+SbcC*<-SMC_ScpA||SIG+TM+TM+TM+TM+TM+TM+TM->	1
Na_H_Exchanger+TrkA_N->?->?->?->?->?->||<-?<-LiaI-LiaF-TM+Toast-rack*<-SIG+TM+TM+TM+HISKIN<-REC+LYTTR	1
NACHT->||<-Cluster115_5clades<-DOUBLECORTIN<-?<-SIG+TM<-?<-SIG+TM+TM+TM+TM+TM*<-SIG+TM+TM+TM+TM+TM<-TM+TM+TM+TM	1
NACHT->||<-Cluster115_5clades<-DOUBLECORTIN<-?<-SIG+TM<-?<-SIG+TM+TM+TM+TM+TM*<-SIG+TM+TM+TM+TM+TM<-TM+TM+TM+TM||?->?->CheC->TM->||<-SIG+TM	1
NACHT->||<-CR-ATPase7<-?<-?<-?<-TPR<-SIG+TM+TM+TM+TM+TM*	1
NACHT->||<-CR-ATPase7<-?<-CR-REase10<-?<-TPR<-SIG+TM+TM+TM+TM+TM*<-?<-?<-?<-TPR	1
NACHT->Cluster133_3clades->?->SIG+TM->ZetaToxin->Cluster168_2clades->||<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM*<-Cluster39_2clades<-Cluster24_2clades<-SIG+TM+TM+TM<-SIG+TM<-?<-?<-FHA	1
NACHT->Cluster133_3clades->Cluster822_2clades->SIG+TM->ZetaToxin->Cluster168_2clades->||<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM*<-Cluster39_2clades<-Cluster24_2clades<-SIG+TM+TM+TM<-SIG+TM<-?<-FHA	1
NMN_transporter->||<-SIGMA-HTH<-?<-SIG+Toast-rack*||NAD_binding_10->YceI->?->||<-?||?->Methyltrans_SAM->	1
NtrC-AAA+FIS-HTH->?->?->||<-?<-?<-PspB*	1
NtrC-AAA+FIS-HTH->?->||<-PspA*<-PspB<-PspC	1
NtrC-AAA+FIS-HTH->?->||<-PspA<-PspB*<-PspC	1
NtrC-AAA+FIS-HTH->?->||<-PspA<-PspB<-PspC*	1
NtrC-AAA+FIS-HTH->||<-?<-PspA*<-PspB<-PspC<-SIG+PspB<-SIG+PspB<-SIG+PspB	1
NtrC-AAA+FIS-HTH->||<-?<-PspA*<-PspB<-PspC<-SIG+PspB<-SIG+PspB<-SIG+PspB<-?<-SIG+PspB	1
NtrC-AAA+FIS-HTH->||<-?<-PspA<-PspB*<-PspC<-TM+PspB*<-TM+PspB*<-PspB*<-PspB*	1
NtrC-AAA+FIS-HTH->||<-?<-PspA<-PspB<-PspC*<-?<-?<-?<-?<-?<-?<-Cluster39_2clades	1
NtrC-AAA+FIS-HTH->||<-?<-PspA<-PspB<-PspC*<-?<-?<-?<-?<-?<-Cluster39_2clades	1
NtrC-AAA+FIS-HTH->||<-PspA*	1
NtrC-AAA+FIS-HTH->||<-PspA*<-?<-?<-?<-?<-ABC-ATPase	1
NtrC-AAA+FIS-HTH->||<-PspA*<-?<-PspC	1
NtrC-AAA+FIS-HTH->||<-PspA*<-PspB<-PspC	1
NtrC-AAA+FIS-HTH->||<-PspA*<-PspB<-PspC<-?<-?<-?||?->DHO_dh->	1
NtrC-AAA+FIS-HTH->||<-PspA*<-PspB<-PspC<-SIG+Phageshock_PspD<-?<-?<-NtrC-AAA+FIS-HTH	1
NtrC-AAA+FIS-HTH->||<-PspA*<-PspB<-PspC<-SIG+Phageshock_PspD<-?<-?<-NtrC-AAA+FIS-HTH||Redoxin->	1
NtrC-AAA+FIS-HTH->||<-PspA<-?<-PspC*	1
NtrC-AAA+FIS-HTH->||<-PspA<-?<-SIG+Toast-rack<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase	1
NtrC-AAA+FIS-HTH->||<-PspA<-?<-SIG+Toast-rack<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-SIG+Toast-rack	1
NtrC-AAA+FIS-HTH->||<-PspA<-?<-SIG+Toast-rack<-SIG+Toast-rack*<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-?<-SIG+SMS-KaiC	1
NtrC-AAA+FIS-HTH->||<-PspA<-PspB*	1
NtrC-AAA+FIS-HTH->||<-PspA<-PspB*<-PspC	1
NtrC-AAA+FIS-HTH->||<-PspA<-PspB*<-PspC<-?<-?<-?||?->Cluster36_2clades->	1
NtrC-AAA+FIS-HTH->||<-PspA<-PspB<-PspC*	1
NtrC-AAA+FIS-HTH->||<-PspA<-PspB<-PspC*<-?<-Cluster39_2clades<-?||Cluster278_2clades->	1
NtrC-AAA+FIS-HTH->||<-PspA<-SIG+PspB*<-PspC	1
p450->||<-?||?->||<-?<-AA_permease_2<-Lyase_1+ADSL_C<-p450<-DUF1707-SHOCT-bihelical+Toast-rack*<-?||ABC-ATPase->SIG+FecCD->SIG+FecCD->	1
PadR->||<-Toast-rack*<-FAD_binding_3<-?||?->||<-AraC-HTH+AraC-HTH	1
ParA-Soj-PloopNTPase->?->||<-Snf7*	1
PcrB->TOPC->GatB_N+GatB_Yqey->||<-Cluster75_2clades<-SbcC+PspA+SbcC*<-SMC_ScpA<-?||OrfB_IS605+OrfB_Zn_ribbon->	1
PEP-utilisers-N+PEP-utilisers+PEP-utilisers-C->||<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->?->RNA-Helicase->PurD-ATPgrasp->Cluster784_2clades->?->SIG+TM+TM+TM+TM->	1
Peptidase_M17_N+Peptidase_M17->DHH->?->POR+POR_N+PFOR_II->SIG+DsbD+TM+TM+TM+Thioredoxin_7->CN_hydrolase+NAD_synthase->||<-PspC+TM+TM<-LiaI-LiaF-TM+Toast-rack*||?->?->?->PCRF+RF-1->	1
Peptidase_M24->?->?->?->||<-?||?->||<-?<-PspA*<-Cluster13_7clades	1
Peptidase_M24->||<-PspA*	1
Peptidase_M32->||<-ZNR+DUF2089-HTH<-Toast-rack*	1
PolyA_pol+PolyA_pol_RNAbd+HD+tRNA_NucTran2_2->?->||<-SIG+Toast-rack*<-?<-SIG+DsbD+TM+TM+TM+Thioredoxin_7	1
polyprenyl_synt->||<-TM+TM+TM+TM+TM+TM+TM+TM+TM+TM||RADICAL-SAM->tRNA->rRNA->rRNA->?->?->||<-PspA*<-?<-DXP_synthase_N+Transket_pyr+Transketolase_C<-Mbetalac<-?||SIG+PEP-utilisers-C->?->PCNA->	1
PQ-loop+TM->?->||<-AraC_binding+HTH_18<-?<-SIG+Toast-rack*	1
PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-LiaI-LiaF-TM<-PspC+TM+TM	1
PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+Toast-rack*	1
PspC+TM+TM+TM+TM+TM+Toast-rack->||<-?||?->||<-PspC+TM+TM+TM+TM+HISKIN*	1
PSYN+AraC-HTH+AraC-HTH->||<-?<-TM<-?||?->?->||<-PspA<-PspB*<-PspC<-PspB*<-?<-?<-?||?->Cluster36_2clades->	1
Pterin_4a->||<-?||?->||<-?||?->?->||<-SIG+TM+TM+TM+TM+EP1+TM+TM+TM+TM+TM*	1
Pyridox_ox_2->||<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*	1
QueF->?->?->||<-NLPC+PspA*	1
REase->SIG+TM+TM+TM+TM+TM->||<-PADR-HTH<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*	1
REC+LuxR-HTH->||<-SIG+HAMP+HISKIN||?->||<-?||?->?->||<-PspC*||?->?->SIG+TM+TM+TM+TM+ABC-ATPase->SIG+TM+TM+TM+TM+ABC-ATPase->	1
REC+LYTTR->?->?->?->?->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+TM+TM+Toast-rack*<-SIG+TM	1
REC+LYTTR->?->||<-SIG+Toast-rack*<-?<-ABC-ATPase||?->?->?->SIG+Toast-rack*->	1
REC+LYTTR->||<-?||?->?->ABC-ATPase->?->?->||<-DUF1707-SHOCT-bihelical+Toast-rack*||?->HTH_20->||<-MFS_1+TM+TM	1
REC+LYTTR->||<-?<-?<-NTP_transferase||PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+Toast-rack*	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->?->||<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-?<-?||?->?->||<-?||?->||<-HTH	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-LiaI-LiaF-TM<-PspC+TM+TM<-ABC-ATPase<-SIG+TM+TM+TM+TM+TM<-SIG+TM+HISKIN-LiaS-like<-REC+LYTTR	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+TM+TM+Toast-rack*<-?||?->||<-SIG+BioY<-ABC-ATPase<-CbiQ	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+Toast-rack*||?->?->?->?->||<-?||?->SIGMA-HTH->	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+Toast-rack*||?->?->MODE-HTH+PBPII->	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+Toast-rack*||?->||<-EamA+EamA||?->?->||<-?||?->SIGMA-HTH->	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+Toast-rack*||PfkB->?->?->SIG+DeoC->HTH_Crp_2+Sugar-bind->adh_short->	1
REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+Toast-rack*<-?<-?<-DADA-Ligase+BLBD<-GNTR-HTH	1
REC+NtrC-AAA+FIS-HTH->?->?->?->||<-SIG+Toast-rack*	1
REC+NtrC-AAA+FIS-HTH->||<-PspA<-?<-?<-SIG+Toast-rack*<-SIG+Toast-rack*	1
REC+NtrC-AAA+FIS-HTH->||<-PspA<-?<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-?||Pirin+Pirin_C->	1
REC+NtrC-AAA+FIS-HTH->||<-PspA<-?<-SIG+Toast-rack*<-Toast-rack*<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase	1
RecR+Toprim_4->?->||<-?||?->?->?->||<-adh_short<-SIG+Toast-rack*	1
RibD_C->SIG+TM+HISKIN->REC+NtrC-AAA+FIS-HTH->||<-?<-?<-SIG+Toast-rack*<-ABC-ATPase<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX	1
RibD_C->SIG+TM+HISKIN->REC+NtrC-AAA+FIS-HTH->||<-?<-?<-SIG+Toast-rack*<-ABC-ATPase<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX	1
RibD_C->YCII->SIG+Sigma70_r2+Sigma70_r4_2+TPR_2->||<-FAD_binding_3<-Toast-rack*||MarR-HTH+Toast-rack*->||<-MODE-HTH+PBPII||ADH_N+ADH_zinc_N->	1
S-AdoMet_synt_N+S-AdoMet_synt_M+S-AdoMet_synt_C->||<-SIG+OmpA-beta-barrel<-SIG+Toast-rack*	1
SIG+Abhydrolase_1->||<-SIG+PADR-HTH<-DUF1700-alpha-helical+TM+TM+TM<-SIG+Toast-rack*	1
SIG+ACET->SIGMA-HTH->||<-?<-CR-ATPase7<-SIG+TM+TM+TM+TM+TM*	1
SIG+APATPase->?->?->?->?->?->?->||<-SIG+TM+TM+TM+TM+TM*	1
SIG+BLBD->||<-Ribosomal_S15<-?<-?<-SIG+Toast-rack*	1
SIG+DUF4015->||<-?||?->||<-Toast-rack*	1
SIG+ENOYCOADEHYD->||<-?<-?||?->||<-PspA*	1
SIG+FAA_hydrolase->||<-Snf7*	1
SIG+GSDH->?->?->||<-?||?->||<-?<-PspA*<-?<-DXP_synthase_N+Transket_pyr+Transketolase_C||?->SIG+PUA->?->||<-Redoxin	1
SIG+HTH_42->||<-Toast-rack*	1
SIG+Na_Ala_symp->?->?->||<-?<-?<-SIG+Toast-rack*	1
SIG+SET->||<-?<-?||?->||<-?<-?<-PspC*||?->?->?->||<-Cluster186_3clades<-RnaseT2	1
SIG+SIGMA-HTH->?->||<-TM+TM+TM+Snf7+TM+TM+TM+TM*	1
SIG+SIGMA-HTH->||<-DUF4178<-PspA*<-?<-SIG+TM+TM+TM<-TM+TM+TM+TM+TM+TM+TM	1
SIG+TET-TPase->AraC-HTH+AraC-HTH->||<-?<-adh_short<-?||?->?->||<-PspA*<-PspB<-PspC	1
SIG+TM->||<-TM<-?<-?<-SIG+TM+TM<-?<-?<-SIG+TM+TM+TM+TM+TM*<-SIG+TM+TM+TM+TM+TM<-TM+TM+TM+TM||?->TM->SIG+SAF->SIG+BetaPropeller->SIG+BetaPropeller->	1
SIG+TM->||<-TM<-?<-?<-SIG+TM+TM<-?<-SIG+TM+TM+TM+TM+TM*<-SIG+TM+TM+TM+TM+TM<-TM+TM+TM+TM	1
SIG+TM->||<-TM<-?<-?<-SIG+TM+TM<-?<-SIG+TM+TM+TM+TM+TM*<-SIG+TM+TM+TM+TM+TM<-TM+TM+TM+TM<-?||?->TM->SIG+SAF->SIG+BetaPropeller->	1
SIG+TM+AAA+Peptidase_M41->Pribosyltran->?->||<-Maf<-SIG+PADR-HTH<-DUF1700-alpha-helical+TM+TM+TM<-SIG+Toast-rack*||HSP33->||<-Dus	1
SIG+TM+HISKIN->REC+NtrC-AAA+FIS-HTH->||<-?<-ABC-ATPase<-SIG+Toast-rack*<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-SIG+Toast-rack*<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX<-?<-DUF59+ParA	1
SIG+TM+TM+CBS->||<-?<-?||?->||<-O6MGT-HTH<-RNA-Helicase<-SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*<-LACI-HTH+PBPI	1
SIG+TM+TM+TM+ABC-ATPase->?->ABC-ATPase->?->||<-?||UvrD-helicase+UvrD_C->||<-SIG+Toast-rack*	1
SIG+TM+TM+TM+ABC-ATPase->||<-?<-?<-?<-LiaI-LiaF-TM+Toast-rack*	1
SIG+TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM->Cluster134_2clades->NtrC-AAA+FIS-HTH->?->||<-PspA<-PspB<-PspC*	1
SIG+TM+TM+TM+TM+TM->ABC-ATPase->||<-DUF1707-SHOCT-bihelical+Toast-rack*	1
SIG+TM+TM+TM+TM+TM->RADICAL-SAM->||<-?||?->||<-?||REC+LuxR-HTH->PspC+TM+TM+TM+TM+HISKIN->||<-PspC+TM+TM+TM+TM+Toast-rack*<-?||ABhydrolase->	1
SIG+TM+TM+TM+TM+TM+ABC-ATPase->SIG+TM+TM+TM+TM+TM+ABC-ATPase->?->?->||<-PADR-HTH<-DUF1700-alpha-helical+TM+TM+TM+TM*<-?<-MuB-ATPase	1
SIG+TM+TM+TM+TM+TM+TM->?->?->||<-ComEA-HHH+S1<-?<-PspC*	1
SIG+TM+TM+TM+TM+TM+TM+TM->||<-PspA*	1
SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->||<-?<-?<-?<-?<-?<-PspC*||tRNA->?->PSE->Ferredoxin-RRM->	1
SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->||<-?<-SIG+CW-binding-EndolysinC<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->||<-Cluster115_3clades	1
SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->||<-?<-SIG+CW-binding-EndolysinC<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-PspC*<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	1
SIG+Toast-rack->||<-PspC+TM+TM+TM+TM+HISKIN*<-REC+LuxR-HTH	1
SIGMA-HTH->?->?->||<-DUF1707-SHOCT-bihelical+Toast-rack*<-SIG+Beta-lactamase<-SIG+DeoC<-Aldedh	1
SIGMA-HTH->?->||<-DUF1707-SHOCT-bihelical+Toast-rack*<-?<-?<-?<-?||?->?->||<-?<-?||Toast-rack*->SIG+Beta-lactamase->	1
SIGMA-HTH->||<-?<-?<-PspC*	1
SIR2->||<-Snf7*	1
SPOUT->?->?->MuB-ATPase->?->||<-ISOCOT<-TM+TM+PspC*	1
TerD->TerD->?->?->?->||<-?<-SIG+Toast-rack*<-?<-SIGMA-HTH<-?<-?||?->DUF72->	1
TET-JBP->RnasePH+RnasePH+KH+S1->?->||<-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-?||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->?->RNA-Helicase->||<-PhoD<-?||PurD-ATPgrasp->Cluster784_2clades->	1
TET-TPase->NACHT->FHA->||<-?<-?<-?<-?<-SIG+TM+TM+TM+TM+TM*	1
TetR-HTH->||<-ABC-ATPase<-TM+MA+TM+TM+TM+TM+TM+TM+TM*	1
Thy1->?->||<-TraJ-RHH<-Toast-rack*	1
Thy1->||<-TraJ-RHH<-Toast-rack*||?->?->Aldo_ket_red->	1
TIMbarrel->?->||<-PspA*<-Cluster13_7clades	1
TIMbarrel->||<-?||?->?->?->?->||<-PADR-HTH<-SIG+DUF1700-alpha-helical+TM+TM+TM*	1
TM->||<-PspC*	1
TM->||<-sf+TM+TM<-?<-?<-PspC*<-?||?->||<-?<-ComEA-HHH+S1	1
TM->PSE->||<-REC+LuxR-HTH<-PspC+TM+TM+TM+TM+HISKIN*||PspC*->?->||<-Cluster539_2clades	1
TM->SIG+TM+TM+TM+TM+ABC-ATPase->||<-?<-REC+LuxR-HTH<-PspC*||PspC+TM+TM+TM+TM+TM+Toast-rack*->	1
TM+TM->?->?->||<-PspC*	1
TM+TM->?->?->||<-PspC*||?->SIG+TM+TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM->	1
TM+TM+TM+TM+TM->?->||<-?<-?<-?||?->||<-REC+LuxR-HTH<-PspC+TM+TM+TM+TM+HISKIN*||PspC+TM+TM+Toast-rack*->||<-ABhydrolase	1
TM+TM+TM+TM+TM+ABC-ATPase->||<-?<-?<-?<-LiaI-LiaF-TM+Toast-rack*	1
TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->||<-PspA*<-SIG+TM+TM	1
TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->?->||<-PspA*<-YiaAB	1
TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->HMA+TM+TM+TM+TM+TM+TM+TM+TM->?->?->||<-Thioredoxin<-PspA*	1
TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->HMA+TM+TM+TM+TM+TM+TM+TM+TM->?->||<-Thioredoxin<-PspA*	1
TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->SIG+Sod_Fe_N+Sod_Fe_C->NtrC-AAA+FIS-HTH->||<-?<-PspA*<-PspB<-PspC	1
TPR->?->?->||<-CR-ATPase7<-CR-REase10<-?<-TPR<-SIG+TM+TM+TM+TM+TM*	1
TPR+TPR->||<-MA*	1
UDPG_MGDP_dh_N+UDPG_MGDP_dh+UDPG_MGDP_dh_C->SIG+DUF1190->SIG+TM+TM+TM->DUF2491->||<-DUF2170<-PspA*	1
UPF0014->Radical_SAM->||<-?||MerR+MerR_1->||<-?||REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+TM+TM+Toast-rack*	1
UvrD-helicase+UvrD_C->?->?->REC+LYTTR->PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->||<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-LiaI-LiaF-TM	1
UvrD-helicase+UvrD_C->||<-DUF1707-SHOCT-bihelical+Toast-rack*	1
YTCD-HTH->||<-?<-Abhydrolase_2<-SIG+Toast-rack*	1
YTCD-HTH->||<-?<-SIG+TM+TM+TM+TM+TM+TM+TM<-?<-PspA*||?->?->||<-?||?->?->||<-REC+LuxR-HTH<-SIG+TM+HAMP+HISKIN	1
Zip->||<-Fe_dep_repress+Fe_dep_repr_C+FeoA<-IspD<-LiaI-LiaF-TM+Toast-rack*<-SIG+TM+TM+TM+HISKIN	1
